@relation InstanceResultListener

@attribute Key_Dataset {iris,breast-cancer,german_credit,pima_diabetes,Glass,ionosphere}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.functions.SMO,weka.classifiers.rules.OneR,weka.classifiers.rules.ZeroR,weka.classifiers.bayes.NaiveBayes,weka.classifiers.lazy.IBk,weka.classifiers.functions.Logistic,weka.classifiers.meta.AdaBoostM1}
@attribute Key_Scheme_options {'-C 0.25 -M 2','-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"','-B 6','','-K 1 -W 0 -A ‚"weka.core.neighboursearch.LinearNNSearch -A ‚‚‚"weka.core.EuclideanDistance -R first-last‚‚‚"‚"','-R 1.0E-8 -M -1 -num-decimal-places 4','-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump'}
@attribute Key_Scheme_version_ID {-217733168393644444,-6585883636378691736,-3459427003147861443,48055541465867954,5995231201785697655,-3080186098777067172,3932117032546553727,-1178107808933117974}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 4‚nSize of the tree: 7‚n','Number of leaves: 5‚nSize of the tree: 9‚n','Number of leaves: 3‚nSize of the tree: 5‚n','Number of leaves: 6‚nSize of the tree: 11‚n','Number of leaves: 27‚nSize of the tree: 32‚n','Number of leaves: 16‚nSize of the tree: 19‚n','Number of leaves: 4‚nSize of the tree: 6‚n','Number of leaves: 17‚nSize of the tree: 21‚n','Number of leaves: 23‚nSize of the tree: 28‚n','Number of leaves: 18‚nSize of the tree: 22‚n','Number of leaves: 6‚nSize of the tree: 10‚n','Number of leaves: 19‚nSize of the tree: 23‚n','Number of leaves: 39‚nSize of the tree: 46‚n','Number of leaves: 15‚nSize of the tree: 21‚n','Number of leaves: 8‚nSize of the tree: 13‚n','Number of leaves: 8‚nSize of the tree: 11‚n','Number of leaves: 17‚nSize of the tree: 20‚n','Number of leaves: 14‚nSize of the tree: 19‚n','Number of leaves: 28‚nSize of the tree: 34‚n','Number of leaves: 24‚nSize of the tree: 30‚n','Number of leaves: 10‚nSize of the tree: 15‚n','Number of leaves: 30‚nSize of the tree: 38‚n','Number of leaves: 31‚nSize of the tree: 37‚n','Number of leaves: 26‚nSize of the tree: 31‚n','Number of leaves: 85‚nSize of the tree: 127‚n','Number of leaves: 40‚nSize of the tree: 60‚n','Number of leaves: 84‚nSize of the tree: 125‚n','Number of leaves: 81‚nSize of the tree: 111‚n','Number of leaves: 67‚nSize of the tree: 94‚n','Number of leaves: 81‚nSize of the tree: 118‚n','Number of leaves: 114‚nSize of the tree: 152‚n','Number of leaves: 92‚nSize of the tree: 127‚n','Number of leaves: 66‚nSize of the tree: 96‚n','Number of leaves: 121‚nSize of the tree: 164‚n','Number of leaves: 96‚nSize of the tree: 133‚n','Number of leaves: 94‚nSize of the tree: 130‚n','Number of leaves: 109‚nSize of the tree: 149‚n','Number of leaves: 116‚nSize of the tree: 165‚n','Number of leaves: 98‚nSize of the tree: 134‚n','Number of leaves: 79‚nSize of the tree: 113‚n','Number of leaves: 91‚nSize of the tree: 123‚n','Number of leaves: 74‚nSize of the tree: 103‚n','Number of leaves: 82‚nSize of the tree: 115‚n','Number of leaves: 100‚nSize of the tree: 143‚n','Number of leaves: 86‚nSize of the tree: 119‚n','Number of leaves: 77‚nSize of the tree: 115‚n','Number of leaves: 88‚nSize of the tree: 125‚n','Number of leaves: 68‚nSize of the tree: 100‚n','Number of leaves: 93‚nSize of the tree: 135‚n','Number of leaves: 88‚nSize of the tree: 126‚n','Number of leaves: 105‚nSize of the tree: 141‚n','Number of leaves: 96‚nSize of the tree: 138‚n','Number of leaves: 90‚nSize of the tree: 132‚n','Number of leaves: 101‚nSize of the tree: 139‚n','Number of leaves: 78‚nSize of the tree: 111‚n','Number of leaves: 87‚nSize of the tree: 122‚n','Number of leaves: 102‚nSize of the tree: 146‚n','Number of leaves: 76‚nSize of the tree: 113‚n','Number of leaves: 82‚nSize of the tree: 114‚n','Number of leaves: 135‚nSize of the tree: 185‚n','Number of leaves: 120‚nSize of the tree: 165‚n','Number of leaves: 91‚nSize of the tree: 126‚n','Number of leaves: 77‚nSize of the tree: 106‚n','Number of leaves: 105‚nSize of the tree: 146‚n','Number of leaves: 93‚nSize of the tree: 133‚n','Number of leaves: 95‚nSize of the tree: 129‚n','Number of leaves: 95‚nSize of the tree: 135‚n','Number of leaves: 100‚nSize of the tree: 141‚n','Number of leaves: 69‚nSize of the tree: 100‚n','Number of leaves: 80‚nSize of the tree: 110‚n','Number of leaves: 58‚nSize of the tree: 80‚n','Number of leaves: 113‚nSize of the tree: 157‚n','Number of leaves: 89‚nSize of the tree: 123‚n','Number of leaves: 91‚nSize of the tree: 131‚n','Number of leaves: 116‚nSize of the tree: 160‚n','Number of leaves: 95‚nSize of the tree: 136‚n','Number of leaves: 105‚nSize of the tree: 150‚n','Number of leaves: 71‚nSize of the tree: 105‚n','Number of leaves: 88‚nSize of the tree: 117‚n','Number of leaves: 102‚nSize of the tree: 141‚n','Number of leaves: 110‚nSize of the tree: 154‚n','Number of leaves: 79‚nSize of the tree: 115‚n','Number of leaves: 65‚nSize of the tree: 94‚n','Number of leaves: 80‚nSize of the tree: 112‚n','Number of leaves: 99‚nSize of the tree: 134‚n','Number of leaves: 85‚nSize of the tree: 122‚n','Number of leaves: 84‚nSize of the tree: 121‚n','Number of leaves: 92‚nSize of the tree: 126‚n','Number of leaves: 113‚nSize of the tree: 162‚n','Number of leaves: 64‚nSize of the tree: 90‚n','Number of leaves: 77‚nSize of the tree: 112‚n','Number of leaves: 87‚nSize of the tree: 128‚n','Number of leaves: 93‚nSize of the tree: 131‚n','Number of leaves: 83‚nSize of the tree: 118‚n','Number of leaves: 71‚nSize of the tree: 104‚n','Number of leaves: 92‚nSize of the tree: 133‚n','Number of leaves: 105‚nSize of the tree: 145‚n','Number of leaves: 109‚nSize of the tree: 151‚n','Number of leaves: 84‚nSize of the tree: 113‚n','Number of leaves: 79‚nSize of the tree: 114‚n','Number of leaves: 88‚nSize of the tree: 129‚n','Number of leaves: 61‚nSize of the tree: 88‚n','Number of leaves: 73‚nSize of the tree: 110‚n','Number of leaves: 96‚nSize of the tree: 131‚n','Number of leaves: 118‚nSize of the tree: 172‚n','Number of leaves: 97‚nSize of the tree: 138‚n','Number of leaves: 84‚nSize of the tree: 115‚n','Number of leaves: 116‚nSize of the tree: 158‚n','Number of leaves: 82‚nSize of the tree: 119‚n','Number of leaves: 98‚nSize of the tree: 132‚n','Number of leaves: 120‚nSize of the tree: 166‚n','Number of leaves: 88‚nSize of the tree: 122‚n','Number of leaves: 99‚nSize of the tree: 136‚n','Number of leaves: 95‚nSize of the tree: 130‚n','Number of leaves: 94‚nSize of the tree: 128‚n','Number of leaves: 84‚nSize of the tree: 118‚n','Number of leaves: 95‚nSize of the tree: 134‚n','Number of leaves: 75‚nSize of the tree: 110‚n','Number of leaves: 17‚nSize of the tree: 33‚n','Number of leaves: 16‚nSize of the tree: 31‚n','Number of leaves: 24‚nSize of the tree: 47‚n','Number of leaves: 19‚nSize of the tree: 37‚n','Number of leaves: 15‚nSize of the tree: 29‚n','Number of leaves: 13‚nSize of the tree: 25‚n','Number of leaves: 9‚nSize of the tree: 17‚n','Number of leaves: 30‚nSize of the tree: 59‚n','Number of leaves: 22‚nSize of the tree: 43‚n','Number of leaves: 27‚nSize of the tree: 53‚n','Number of leaves: 21‚nSize of the tree: 41‚n','Number of leaves: 18‚nSize of the tree: 35‚n','Number of leaves: 25‚nSize of the tree: 49‚n','Number of leaves: 26‚nSize of the tree: 51‚n','Number of leaves: 31‚nSize of the tree: 61‚n','Number of leaves: 32‚nSize of the tree: 63‚n','Number of leaves: 20‚nSize of the tree: 39‚n','Number of leaves: 23‚nSize of the tree: 45‚n','Number of leaves: 28‚nSize of the tree: 55‚n','Number of leaves: 12‚nSize of the tree: 23‚n','Number of leaves: 14‚nSize of the tree: 27‚n','Number of leaves: 29‚nSize of the tree: 57‚n','Number of leaves: 36‚nSize of the tree: 71‚n','Number of leaves: 35‚nSize of the tree: 69‚n','Number of leaves: 38‚nSize of the tree: 75‚n','Number of leaves: 10‚nSize of the tree: 19‚n','Number of leaves: 33‚nSize of the tree: 65‚n','Number of leaves: 11‚nSize of the tree: 21‚n','Number of leaves: 7‚nSize of the tree: 13‚n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
ionosphere,3,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,34,1,0,97.142857,2.857143,0,0.937833,0.035093,0.169659,7.687206,35.714963,32.502297,1074.3348,-1041.832503,0.928637,30.69528,-29.766643,30.052557,0.858644,92.462872,1,12,0.043478,1,0.956522,22,0,0,0.923077,1,0.96,0.939651,0.978261,0.923077,0.971429,0.014907,0.985093,0.028571,0.973626,0.971429,0.971683,0.939651,0.978261,0.96383,0.968889,0.971429,0.015,0,0.015625,0,15.625,0,9738,100232,13403,97.142857,50,'Number of leaves: 16‚nSize of the tree: 31‚n',31,16,16
ionosphere,3,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,30,5,0,85.714286,14.285714,0,0.667932,0.143585,0.363051,30.970958,75.109802,33.329976,28.245881,5.084095,0.952285,0.807025,0.14526,22.705435,0.648727,68.123168,0.615385,8,0,0,1,22,0.384615,5,1,0.615385,0.761905,0.708113,0.891608,0.8569,0.857143,0.241758,0.758242,0.142857,0.883598,0.857143,0.847425,0.708113,0.891608,0.87675,0.829932,0.857143,0.016,0,0.015625,0,15.625,0,8646,100232,13403,88.571429,51.428571,'Number of leaves: 13‚nSize of the tree: 25‚n',25,13,13
ionosphere,3,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,33,2,0,94.285714,5.714286,0,0.873646,0.065994,0.236209,14.234731,48.868243,33.329976,12.965933,20.364043,0.952285,0.370455,0.58183,28.638424,0.818241,85.923927,0.846154,11,0,0,1,22,0.153846,2,1,0.846154,0.916667,0.880705,0.905594,0.903297,0.942857,0.096703,0.903297,0.057143,0.947619,0.942857,0.941718,0.880705,0.905594,0.901049,0.936594,0.942857,0,0,0,0,0,0,8646,100232,13403,94.285714,50,'Number of leaves: 13‚nSize of the tree: 25‚n',25,13,13
ionosphere,3,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,31,4,0,88.571429,11.428571,0,0.762712,0.110677,0.322525,23.872705,66.725576,33.329976,3224.428795,-3191.09882,0.952285,92.126537,-91.174252,25.063234,0.716092,75.197277,0.923077,12,0.136364,3,0.863636,19,0.076923,1,0.8,0.923077,0.857143,0.768137,0.926573,0.800962,0.885714,0.099001,0.900999,0.114286,0.894286,0.885714,0.887075,0.768137,0.926573,0.894235,0.880952,0.885714,0.015,0,0.015625,0,15.625,0,9374,100232,13403,91.428571,51.428571,'Number of leaves: 15‚nSize of the tree: 29‚n',29,15,15
ionosphere,3,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,35,0,0,100,0,0,1,0,0,0,0,33.329976,0,33.329976,0.952285,0,0.952285,33.329976,0.952285,100,1,13,0,0,1,22,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.016,0,0.015625,0,15.625,0,10102,100232,13403,100,50,'Number of leaves: 17‚nSize of the tree: 33‚n',33,17,17
ionosphere,3,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,29,6,0,82.857143,17.142857,0,0.632867,0.172257,0.414054,37.155376,85.661604,33.329976,6444.042123,-6410.712148,0.952285,184.115489,-183.163204,20.565149,0.587576,61.701663,0.769231,10,0.136364,3,0.863636,19,0.230769,3,0.769231,0.769231,0.769231,0.632867,0.805944,0.67743,0.828571,0.195704,0.804296,0.171429,0.828571,0.828571,0.828571,0.632867,0.805944,0.767702,0.816434,0.828571,0.016,0,0.015625,0,15.625,0,10102,100232,13403,82.857143,50,'Number of leaves: 17‚nSize of the tree: 33‚n',33,17,17
ionosphere,4,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,315,36,32,4,0,88.888889,11.111111,0,0.750865,0.113889,0.33375,24.704429,69.484151,33.969909,4296.152003,-4262.182094,0.943609,119.337556,-118.393947,25.344097,0.704003,74.607493,0.769231,10,0.043478,1,0.956522,22,0.230769,3,0.909091,0.769231,0.833333,0.756759,0.85786,0.782634,0.888889,0.163136,0.836864,0.111111,0.890505,0.888889,0.886574,0.756759,0.85786,0.835226,0.875,0.888889,0,0,0,0,0,0,9374,99923,13712,88.888889,51.388889,'Number of leaves: 15‚nSize of the tree: 29‚n',29,15,15
ionosphere,4,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,31,4,0,88.571429,11.428571,0,0.724409,0.123552,0.336658,27.064262,70.870106,32.502297,3228.126744,-3195.624447,0.928637,92.232193,-91.303556,23.569829,0.673424,72.517425,0.666667,8,0,0,1,23,0.333333,4,1,0.666667,0.8,0.753592,0.751812,0.781227,0.885714,0.219048,0.780952,0.114286,0.902646,0.885714,0.878857,0.753592,0.751812,0.795892,0.86,0.885714,0.015,0,0.015625,0,15.625,0,9374,100232,13403,88.571429,50,'Number of leaves: 15‚nSize of the tree: 29‚n',29,15,15
ionosphere,4,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,31,4,0,88.571429,11.428571,0,0.756098,0.119955,0.319335,26.276389,67.223321,32.502297,2156.94009,-2124.437793,0.928637,61.62686,-60.698223,23.784521,0.679558,73.17797,0.916667,11,0.130435,3,0.869565,20,0.083333,1,0.785714,0.916667,0.846154,0.761783,0.903986,0.794369,0.885714,0.099482,0.900518,0.114286,0.895238,0.885714,0.887512,0.761783,0.903986,0.877955,0.877622,0.885714,0.016,0,0.015625,0,15.625,0,8282,100232,13403,91.428571,52.857143,'Number of leaves: 12‚nSize of the tree: 23‚n',23,12,12
ionosphere,4,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,31,4,0,88.571429,11.428571,0,0.735849,0.107547,0.297271,23.558355,62.578775,32.502297,1084.140132,-1051.637835,0.928637,30.975432,-30.046795,24.487882,0.699654,75.342004,0.75,9,0.043478,1,0.956522,22,0.25,3,0.9,0.75,0.818182,0.742352,0.945652,0.863492,0.885714,0.179193,0.820807,0.114286,0.886857,0.885714,0.8829,0.742352,0.945652,0.924768,0.867424,0.885714,0,0,0,0,0,0,8646,100232,13403,94.285714,52.857143,'Number of leaves: 13‚nSize of the tree: 25‚n',25,13,13
ionosphere,4,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,33,2,0,94.285714,5.714286,0,0.867925,0.060119,0.238263,13.16916,50.156969,32.502297,1081.330784,-1048.828487,0.928637,30.895165,-29.966528,28.121612,0.803475,86.521922,0.833333,10,0,0,1,23,0.166667,2,1,0.833333,0.909091,0.875595,0.900362,0.895855,0.942857,0.109524,0.890476,0.057143,0.947429,0.942857,0.94145,0.875595,0.900362,0.902722,0.933712,0.942857,0.016,0,0.015625,0,15.625,0,9738,100232,13403,94.285714,50,'Number of leaves: 16‚nSize of the tree: 31‚n',31,16,16
ionosphere,4,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,31,4,0,88.571429,11.428571,0,0.762712,0.118124,0.338104,25.479,69.948721,33.329976,4296.194522,-4262.864546,0.952285,122.748415,-121.79613,24.653652,0.70439,73.968406,0.923077,12,0.136364,3,0.863636,19,0.076923,1,0.8,0.923077,0.857143,0.768137,0.861888,0.767033,0.885714,0.099001,0.900999,0.114286,0.894286,0.885714,0.887075,0.768137,0.861888,0.841633,0.880952,0.885714,0.015,0,0.015625,0,15.625,0,9374,100232,13403,88.571429,50,'Number of leaves: 15‚nSize of the tree: 29‚n',29,15,15
ionosphere,4,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,29,6,0,82.857143,17.142857,0,0.644068,0.172611,0.399156,37.231756,82.579406,33.329976,3236.439346,-3203.10937,0.952285,92.469696,-91.517411,20.577927,0.587941,61.739999,0.846154,11,0.181818,4,0.818182,18,0.153846,2,0.733333,0.846154,0.785714,0.648649,0.858392,0.725441,0.828571,0.164236,0.835764,0.171429,0.838095,0.828571,0.830612,0.648649,0.858392,0.817749,0.821429,0.828571,0.016,0,0.015625,0,15.625,0,8646,100232,13403,85.714286,51.428571,'Number of leaves: 13‚nSize of the tree: 25‚n',25,13,13
ionosphere,4,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,30,5,0,85.714286,14.285714,0,0.689165,0.139675,0.363137,30.127465,75.127729,33.329976,2165.07605,-2131.746074,0.952285,61.859316,-60.907031,22.921411,0.654897,68.77116,0.769231,10,0.090909,2,0.909091,20,0.230769,3,0.833333,0.769231,0.8,0.690501,0.888112,0.770631,0.857143,0.178821,0.821179,0.142857,0.856108,0.857143,0.855873,0.690501,0.888112,0.852023,0.844444,0.857143,0.015,0,0.015625,0,15.625,0,9374,100232,13403,88.571429,51.428571,'Number of leaves: 15‚nSize of the tree: 29‚n',29,15,15
ionosphere,4,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,31,4,0,88.571429,11.428571,0,0.762712,0.119075,0.323889,25.684266,67.007739,33.329976,2156.942493,-2123.612517,0.952285,61.626928,-60.674643,24.620365,0.703439,73.868537,0.923077,12,0.136364,3,0.863636,19,0.076923,1,0.8,0.923077,0.857143,0.768137,0.917832,0.823467,0.885714,0.099001,0.900999,0.114286,0.894286,0.885714,0.887075,0.768137,0.917832,0.888353,0.880952,0.885714,0,0,0,0,0,0,9010,100232,13403,91.428571,54.285714,'Number of leaves: 14‚nSize of the tree: 27‚n',27,14,14
ionosphere,4,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,30,5,0,85.714286,14.285714,0,0.689165,0.14781,0.363605,31.882171,75.224571,33.329976,4298.666787,-4265.336811,0.952285,122.819051,-121.866766,22.475974,0.642171,67.434714,0.769231,10,0.090909,2,0.909091,20,0.230769,3,0.833333,0.769231,0.8,0.690501,0.784965,0.772894,0.857143,0.178821,0.821179,0.142857,0.856108,0.857143,0.855873,0.690501,0.784965,0.792015,0.844444,0.857143,0.016,0,0.015625,0,15.625,0,9010,100232,13403,88.571429,52.857143,'Number of leaves: 14‚nSize of the tree: 27‚n',27,14,14
ionosphere,5,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,315,36,34,2,0,94.444444,5.555556,0,0.879599,0.055556,0.235702,12.050941,49.071413,33.969909,2148,-2114.030091,0.943609,59.666667,-58.723058,29.733005,0.825917,87.527478,0.923077,12,0.043478,1,0.956522,22,0.076923,1,0.923077,0.923077,0.923077,0.879599,0.939799,0.879849,0.944444,0.064846,0.935154,0.055556,0.944444,0.944444,0.944444,0.879599,0.939799,0.920011,0.939799,0.944444,0.016,0,0.015625,0,15.625,0,10466,99923,13712,94.444444,50,'Number of leaves: 18‚nSize of the tree: 35‚n',35,18,18
ionosphere,5,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,35,0,0,100,0,0,1,0.008066,0.010802,1.766887,2.273945,32.502297,0.410267,32.092029,0.928637,0.011722,0.916915,32.092029,0.916915,98.737728,1,12,0,0,1,23,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.015,0,0.015625,0,15.625,0,9738,100232,13403,100,50,'Number of leaves: 16‚nSize of the tree: 31‚n',31,16,16
ionosphere,5,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,30,5,0,85.714286,14.285714,0,0.662813,0.164898,0.369745,36.121124,77.835235,32.502297,1094.600696,-1062.098399,0.928637,31.274306,-30.345669,20.76619,0.59332,63.891455,0.666667,8,0.043478,1,0.956522,22,0.333333,4,0.888889,0.666667,0.761905,0.676809,0.811594,0.71024,0.857143,0.233954,0.766046,0.142857,0.860806,0.857143,0.851312,0.676809,0.811594,0.795034,0.829932,0.857143,0,0,0,0,0,0,7554,100232,13403,85.714286,51.428571,'Number of leaves: 10‚nSize of the tree: 19‚n',19,10,10
ionosphere,5,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,32,3,0,91.428571,8.571429,0,0.805915,0.095,0.284816,20.80988,59.956753,32.502297,1084.441802,-1051.939506,0.928637,30.984051,-30.055414,25.674352,0.733553,78.992424,0.833333,10,0.043478,1,0.956522,22,0.166667,2,0.909091,0.833333,0.869565,0.807607,0.938406,0.854604,0.914286,0.124431,0.875569,0.085714,0.914069,0.914286,0.913334,0.807607,0.938406,0.917194,0.902868,0.914286,0.016,0,0.015625,0,15.625,0,9010,100232,13403,94.285714,54.285714,'Number of leaves: 14‚nSize of the tree: 27‚n',27,14,14
ionosphere,5,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,33,2,0,94.285714,5.714286,0,0.878049,0.060741,0.239101,13.305342,50.333386,32.502297,2148.182349,-2115.680052,0.928637,61.376639,-60.448001,28.090068,0.802573,86.424871,1,12,0.086957,2,0.913043,21,0,0,0.857143,1,0.923077,0.884652,0.956522,0.857143,0.942857,0.029814,0.970186,0.057143,0.95102,0.942857,0.943756,0.884652,0.956522,0.931429,0.938811,0.942857,0.016,0,0.015625,0,15.625,0,9738,100232,13403,94.285714,50,'Number of leaves: 16‚nSize of the tree: 31‚n',31,16,16
ionosphere,5,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,34,1,0,97.142857,2.857143,0,0.939759,0.031527,0.169332,6.800321,35.032296,33.329976,1074.151878,-1040.821902,0.952285,30.690054,-29.737769,31.057647,0.887361,93.182327,1,13,0.045455,1,0.954545,21,0,0,0.928571,1,0.962963,0.941469,0.977273,0.928571,0.971429,0.016883,0.983117,0.028571,0.973469,0.971429,0.971625,0.941469,0.977273,0.962857,0.969854,0.971429,0,0,0,0,0,0,10102,100232,13403,97.142857,50,'Number of leaves: 17‚nSize of the tree: 33‚n',33,17,17
ionosphere,5,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,31,4,0,88.571429,11.428571,0,0.747292,0.130189,0.32088,28.081457,66.385261,33.329976,1088.024874,-1054.694898,0.952285,31.086425,-30.13414,24.025145,0.686433,72.082697,0.769231,10,0.045455,1,0.954545,21,0.230769,3,0.909091,0.769231,0.833333,0.75333,0.840909,0.853746,0.885714,0.161938,0.838062,0.114286,0.887662,0.885714,0.883437,0.75333,0.840909,0.85069,0.873188,0.885714,0.015,0,0.015625,0,15.625,0,8282,100232,13403,91.428571,54.285714,'Number of leaves: 12‚nSize of the tree: 23‚n',23,12,12
ionosphere,5,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,30,5,0,85.714286,14.285714,0,0.689165,0.154978,0.379673,33.428471,78.548688,33.329976,5370.647279,-5337.317303,0.952285,153.447065,-152.49478,22.080444,0.63087,66.248006,0.769231,10,0.090909,2,0.909091,20,0.230769,3,0.833333,0.769231,0.8,0.690501,0.818182,0.72674,0.857143,0.178821,0.821179,0.142857,0.856108,0.857143,0.855873,0.690501,0.818182,0.789633,0.844444,0.857143,0.016,0,0.015625,0,15.625,0,9010,100232,13403,85.714286,55.714286,'Number of leaves: 14‚nSize of the tree: 27‚n',27,14,14
ionosphere,5,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,30,5,0,85.714286,14.285714,0,0.667932,0.144905,0.349358,31.255685,72.276996,33.329976,1091.875977,-1058.546001,0.952285,31.196456,-30.244171,22.654741,0.647278,67.971069,0.615385,8,0,0,1,22,0.384615,5,1,0.615385,0.761905,0.708113,0.832168,0.838115,0.857143,0.241758,0.758242,0.142857,0.883598,0.857143,0.847425,0.708113,0.832168,0.853411,0.829932,0.857143,0.015,0,0.015625,0,15.625,0,8282,100232,13403,91.428571,54.285714,'Number of leaves: 12‚nSize of the tree: 23‚n',23,12,12
ionosphere,5,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191009.1119,316,35,32,3,0,91.428571,8.571429,0,0.824708,0.072711,0.232561,15.683512,48.113366,33.329976,1077.478083,-1044.148107,0.952285,30.785088,-29.832803,27.830391,0.795154,83.499584,1,13,0.136364,3,0.863636,19,0,0,0.8125,1,0.896552,0.837678,0.977273,0.928571,0.914286,0.050649,0.949351,0.085714,0.930357,0.914286,0.915583,0.837678,0.977273,0.962857,0.91169,0.914286,0.016,0,0.015625,0,15.625,0,9010,100232,13403,97.142857,52.857143,'Number of leaves: 14‚nSize of the tree: 27‚n',27,14,14
