@relation InstanceResultListener

@attribute Key_Dataset {breast-cancer,german_credit,pima_diabetes,ionosphere}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.functions.VotedPerceptron,weka.classifiers.functions.SMO}
@attribute Key_Scheme_options {'-I 1 -E 1.0 -S 1 -M 10000','-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"'}
@attribute Key_Scheme_version_ID {-1072429260104568698,-6585883636378691736}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data
breast-cancer,4,6,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,257,29,16,13,0,55.172414,44.827586,0,-0.080229,0.448276,0.669534,109.105638,149.562101,24.707459,13962,-13937.292541,0.851981,481.448276,-480.596295,-4.521331,-0.155908,-18.299458,0.666667,14,0.75,6,0.25,2,0.333333,7,0.7,0.666667,0.682927,-0.080508,0.458333,0.708046,0.551724,0.635057,0.364943,0.448276,0.568199,0.551724,0.559442,-0.080508,0.458333,0.585124,0.45911,0.551724,0.023,0,0.015625,0,15.625,0,14839,31137,6285,55.172414,50,?
breast-cancer,4,7,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,258,28,20,8,0,71.428571,28.571429,0,0.243243,0.285714,0.534522,68.965517,118.262479,24.187188,8592,-8567.812812,0.863828,306.857143,-305.993315,6.174878,0.220531,25.529541,0.85,17,0.625,5,0.375,3,0.15,3,0.772727,0.85,0.809524,0.247717,0.6125,0.763961,0.714286,0.489286,0.510714,0.285714,0.694805,0.714286,0.70068,0.247717,0.6125,0.650278,0.619048,0.714286,0.018,0,0.015625,0,15.625,0,14875,31246,6176,71.428571,50,?
breast-cancer,4,8,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,258,28,16,12,0,57.142857,42.857143,0,-0.05,0.428571,0.654654,103.448276,144.841365,24.187188,12888,-12863.812812,0.863828,460.285714,-459.421886,-2.831277,-0.101117,-11.705689,0.7,14,0.75,6,0.25,2,0.3,6,0.7,0.7,0.7,-0.05,0.475,0.704286,0.571429,0.621429,0.378571,0.428571,0.571429,0.571429,0.571429,-0.05,0.475,0.582143,0.475,0.571429,0.021,0,0.015625,0,15.625,0,14875,31246,6176,57.142857,50,?
breast-cancer,4,9,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,258,28,21,7,0,75,25,0,0.246154,0.25,0.5,60.344828,110.62442,24.187188,7518,-7493.812812,0.863828,268.5,-267.636172,8.426417,0.300943,34.838348,0.95,19,0.75,6,0.25,2,0.05,1,0.76,0.95,0.844444,0.292119,0.6,0.757714,0.75,0.55,0.45,0.25,0.733333,0.75,0.707071,0.292119,0.6,0.650068,0.60404,0.75,0.017,0,0.015625,0,15.625,0,14875,31246,6176,75,50,?
breast-cancer,4,10,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,258,28,20,8,0,71.428571,28.571429,0,0.3,0.285714,0.534522,68.965517,118.262479,24.187188,8592,-8567.812812,0.863828,306.857143,-305.993315,6.174878,0.220531,25.529541,0.8,16,0.5,4,0.5,4,0.2,4,0.8,0.8,0.8,0.3,0.65,0.782857,0.714286,0.414286,0.585714,0.285714,0.714286,0.714286,0.714286,0.3,0.65,0.671429,0.65,0.714286,0.022,0,0.015625,0,15.625,0,14863,31246,6176,71.428571,50,?
breast-cancer,5,1,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,257,29,18,11,0,62.068966,37.931034,0,0.149333,0.37931,0.615882,92.320156,137.577123,24.707459,11814,-11789.292541,0.851981,407.37931,-406.527329,-0.024594,-0.000848,-0.099542,0.666667,14,0.5,4,0.5,4,0.333333,7,0.777778,0.666667,0.717949,0.153522,0.583333,0.759898,0.62069,0.454023,0.545977,0.37931,0.663532,0.62069,0.636046,0.153522,0.583333,0.638478,0.569501,0.62069,0.028,0,0.015625,0,15.625,0,14839,31137,6285,62.068966,50,?
breast-cancer,5,2,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,257,29,21,8,0,72.413793,27.586207,0,0.265823,0.275862,0.525226,65.198238,113.484119,25.930469,8592,-8566.069531,0.894154,296.275862,-295.381708,7.858186,0.270972,30.304834,0.9,18,0.666667,6,0.333333,3,0.1,2,0.75,0.9,0.818182,0.285774,0.616667,0.743966,0.724138,0.490805,0.509195,0.275862,0.703448,0.724138,0.697268,0.285774,0.616667,0.639358,0.623377,0.724138,0.031,0,0.03125,0,31.25,0,14875,31137,6285,72.413793,50,?
breast-cancer,5,3,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,257,29,22,7,0,75.862069,24.137931,0,0.334426,0.241379,0.491304,57.048458,106.154673,25.930469,7518,-7492.069531,0.894154,259.241379,-258.347225,10.117221,0.34887,39.01673,0.95,19,0.666667,6,0.333333,3,0.05,1,0.76,0.95,0.844444,0.380132,0.641667,0.756483,0.758621,0.475287,0.524713,0.241379,0.756897,0.758621,0.725612,0.380132,0.641667,0.663508,0.652991,0.758621,0.029,0,0.03125,0,31.25,0,14875,31137,6285,75.862069,50,?
breast-cancer,5,4,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,257,29,20,9,0,68.965517,31.034483,0,0.252149,0.310345,0.557086,73.348018,120.368086,25.930469,9666,-9640.069531,0.894154,333.310345,-332.416191,5.59915,0.193074,21.592938,0.8,16,0.555556,5,0.444444,4,0.2,4,0.761905,0.8,0.780488,0.253024,0.622222,0.747455,0.689655,0.445211,0.554789,0.310345,0.680624,0.689655,0.684312,0.253024,0.622222,0.637959,0.625538,0.689655,0.016,0,0.015625,0,15.625,0,14875,31137,6285,68.965517,50,?
breast-cancer,5,5,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,257,29,19,10,0,65.517241,34.482759,0,0.082278,0.344828,0.58722,81.497797,126.879103,25.930469,10740,-10714.069531,0.894154,370.344828,-369.450673,3.340115,0.115176,12.881043,0.85,17,0.777778,7,0.222222,2,0.15,3,0.708333,0.85,0.772727,0.088454,0.536111,0.705532,0.655172,0.58295,0.41705,0.344828,0.612644,0.655172,0.621585,0.088454,0.536111,0.589071,0.529221,0.655172,0.018,0,0.015625,0,15.625,0,14851,31137,6285,65.517241,50,?
breast-cancer,5,6,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,257,29,24,5,0,82.758621,17.241379,0,0.52459,0.172414,0.415227,40.748899,89.717074,25.930469,5370,-5344.069531,0.894154,185.172414,-184.27826,14.635292,0.504665,56.440521,1,20,0.555556,5,0.444444,4,0,0,0.8,1,0.888889,0.596285,0.722222,0.8,0.827586,0.383142,0.616858,0.172414,0.862069,0.827586,0.804008,0.596285,0.722222,0.743163,0.752137,0.827586,0.017,0,0.015625,0,15.625,0,14863,31137,6285,82.758621,50,?
breast-cancer,5,7,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,258,28,19,9,0,67.857143,32.142857,0,0.112676,0.321429,0.566947,77.586207,125.436302,24.187188,9666,-9641.812812,0.863828,345.214286,-344.350458,3.923339,0.140119,16.220733,0.85,17,0.75,6,0.25,2,0.15,3,0.73913,0.85,0.790698,0.117954,0.55,0.735404,0.678571,0.578571,0.421429,0.321429,0.642236,0.678571,0.652696,0.117954,0.55,0.615084,0.549195,0.678571,0.018,0,0.015625,0,15.625,0,14875,31246,6176,67.857143,50,?
breast-cancer,5,8,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,258,28,19,9,0,67.857143,32.142857,0,0.112676,0.321429,0.566947,77.586207,125.436302,24.187188,9666,-9641.812812,0.863828,345.214286,-344.350458,3.923339,0.140119,16.220733,0.85,17,0.75,6,0.25,2,0.15,3,0.73913,0.85,0.790698,0.117954,0.55,0.735404,0.678571,0.578571,0.421429,0.321429,0.642236,0.678571,0.652696,0.117954,0.55,0.615084,0.549195,0.678571,0.024,0,0.015625,0,15.625,0,14887,31246,6176,67.857143,50,?
breast-cancer,5,9,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,258,28,18,10,0,64.285714,35.714286,0,-0.129032,0.357143,0.597614,86.206897,132.221471,24.187188,10740,-10715.812812,0.863828,383.571429,-382.7076,1.671801,0.059707,6.911926,0.9,18,1,8,0,0,0.1,2,0.692308,0.9,0.782609,-0.175412,0.45,0.694505,0.642857,0.742857,0.257143,0.357143,0.494505,0.642857,0.559006,-0.175412,0.45,0.577708,0.391304,0.642857,0.018,0,0.015625,0,15.625,0,14863,31246,6176,64.285714,50,?
breast-cancer,5,10,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,258,28,17,11,0,60.714286,39.285714,0,0,0.392857,0.626783,94.827586,138.675049,24.187188,11814,-11789.812812,0.863828,421.928571,-421.064743,-0.579738,-0.020705,-2.396881,0.75,15,0.75,6,0.25,2,0.25,5,0.714286,0.75,0.731707,0,0.5,0.714286,0.607143,0.607143,0.392857,0.392857,0.591837,0.607143,0.598839,0,0.5,0.591837,0.499187,0.607143,0.018,0,0.03125,0,31.25,0,14875,31246,6176,60.714286,50,?
breast-cancer,6,1,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,257,29,22,7,0,75.862069,24.137931,0,0.418338,0.241379,0.491304,58.74919,109.748578,24.707459,7518,-7493.292541,0.851981,259.241379,-258.389398,8.96888,0.309272,36.300292,0.809524,17,0.375,3,0.625,5,0.190476,4,0.85,0.809524,0.829268,0.41979,0.717262,0.826026,0.758621,0.324097,0.675903,0.241379,0.768774,0.758621,0.762776,0.41979,0.717262,0.72248,0.708752,0.758621,0.154,0,0.03125,0,31.25,0,14875,31137,6285,75.862069,50,?
breast-cancer,6,2,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,257,29,19,10,0,65.517241,34.482759,0,0.142012,0.344828,0.58722,81.497797,126.879103,25.930469,10740,-10714.069531,0.894154,370.344828,-369.450673,3.340115,0.115176,12.881043,0.8,16,0.666667,6,0.333333,3,0.2,4,0.727273,0.8,0.761905,0.14415,0.566667,0.719749,0.655172,0.521839,0.478161,0.344828,0.634572,0.655172,0.641831,0.14415,0.566667,0.604923,0.568452,0.655172,0.025,0,0.015625,0,15.625,0,14899,31137,6285,65.517241,50,?
breast-cancer,6,3,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,257,29,16,13,0,55.172414,44.827586,0,-0.080229,0.448276,0.669534,105.947137,144.664435,25.930469,13962,-13936.069531,0.894154,481.448276,-480.554122,-3.436991,-0.118517,-13.254645,0.7,14,0.777778,7,0.222222,2,0.3,6,0.666667,0.7,0.682927,-0.080508,0.461111,0.673563,0.551724,0.629502,0.370498,0.448276,0.537356,0.551724,0.544006,-0.080508,0.461111,0.556679,0.45911,0.551724,0.018,0,0.015625,0,15.625,0,14863,31137,6285,55.172414,50,?
breast-cancer,6,4,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,257,29,21,8,0,72.413793,27.586207,0,0.313609,0.275862,0.525226,65.198238,113.484119,25.930469,8592,-8566.069531,0.894154,296.275862,-295.381708,7.858186,0.270972,30.304834,0.85,17,0.555556,5,0.444444,4,0.15,3,0.772727,0.85,0.809524,0.318331,0.647222,0.760266,0.724138,0.429693,0.570307,0.275862,0.710255,0.724138,0.713465,0.318331,0.647222,0.656647,0.654762,0.724138,0.021,0,0.015625,0,15.625,0,14887,31137,6285,72.413793,50,?
breast-cancer,6,5,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,257,29,19,10,0,65.517241,34.482759,0,0.013605,0.344828,0.58722,81.497797,126.879103,25.930469,10740,-10714.069531,0.894154,370.344828,-369.450673,3.340115,0.115176,12.881043,0.9,18,0.888889,8,0.111111,1,0.1,2,0.692308,0.9,0.782609,0.016879,0.505556,0.692042,0.655172,0.644061,0.355939,0.344828,0.580902,0.655172,0.591454,0.016879,0.505556,0.574377,0.474638,0.655172,0.016,0,0.015625,0,15.625,0,14863,31137,6285,65.517241,50,?
breast-cancer,6,6,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,257,29,21,8,0,72.413793,27.586207,0,0.210884,0.275862,0.525226,65.198238,113.484119,25.930469,8592,-8566.069531,0.894154,296.275862,-295.381708,7.858186,0.270972,30.304834,0.95,19,0.777778,7,0.222222,2,0.05,1,0.730769,0.95,0.826087,0.261624,0.586111,0.728714,0.724138,0.551916,0.448084,0.275862,0.710875,0.724138,0.673163,0.261624,0.586111,0.623449,0.57971,0.724138,0.028,0,0.03125,0,31.25,0,14863,31137,6285,72.413793,50,?
breast-cancer,6,7,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,258,28,20,8,0,71.428571,28.571429,0,0.176471,0.285714,0.534522,68.965517,118.262479,24.187188,8592,-8567.812812,0.863828,306.857143,-305.993315,6.174878,0.220531,25.529541,0.9,18,0.75,6,0.25,2,0.1,2,0.75,0.9,0.818182,0.193649,0.575,0.746429,0.714286,0.564286,0.435714,0.285714,0.678571,0.714286,0.679654,0.193649,0.575,0.630102,0.575758,0.714286,0.02,0,0.015625,0,15.625,0,14875,31246,6176,71.428571,50,?
breast-cancer,6,8,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,258,28,23,5,0,82.142857,17.857143,0,0.507042,0.178571,0.422577,43.103448,93.494699,24.187188,5370,-5345.812812,0.863828,191.785714,-190.921886,12.929494,0.461768,53.455963,0.95,19,0.5,4,0.5,4,0.05,1,0.826087,0.95,0.883721,0.530791,0.725,0.820497,0.821429,0.371429,0.628571,0.178571,0.818634,0.821429,0.807053,0.530791,0.725,0.741171,0.749553,0.821429,0.026,0,0.03125,0,31.25,0,14875,31246,6176,82.142857,50,?
breast-cancer,6,9,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,258,28,22,6,0,78.571429,21.428571,0,0.432432,0.214286,0.46291,51.724138,102.418311,24.187188,6444,-6419.812812,0.863828,230.142857,-229.279029,10.677956,0.381356,44.147156,0.9,18,0.5,4,0.5,4,0.1,2,0.818182,0.9,0.857143,0.440386,0.7,0.807792,0.785714,0.385714,0.614286,0.214286,0.774892,0.785714,0.77551,0.440386,0.7,0.713049,0.714286,0.785714,0.014,0,0.015625,0,15.625,0,14875,31246,6176,78.571429,50,?
breast-cancer,6,10,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,258,28,18,10,0,64.285714,35.714286,0,0.054054,0.357143,0.597614,86.206897,132.221471,24.187188,10740,-10715.812812,0.863828,383.571429,-382.7076,1.671801,0.059707,6.911926,0.8,16,0.75,6,0.25,2,0.2,4,0.727273,0.8,0.761905,0.055048,0.525,0.724675,0.642857,0.592857,0.407143,0.357143,0.614719,0.642857,0.62585,0.055048,0.525,0.602659,0.52381,0.642857,0.016,0,0.015625,0,15.625,0,14887,31246,6176,64.285714,50,?
breast-cancer,7,1,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,257,29,20,9,0,68.965517,31.034483,0,0.19195,0.310345,0.557086,75.534673,124.44319,24.707459,9666,-9641.292541,0.851981,333.310345,-332.458363,4.472143,0.154212,18.100375,0.809524,17,0.625,5,0.375,3,0.190476,4,0.772727,0.809524,0.790698,0.192729,0.592262,0.763472,0.689655,0.505131,0.494869,0.310345,0.677788,0.689655,0.682919,0.192729,0.592262,0.644757,0.595349,0.689655,0.021,0,0.03125,0,31.25,0,14875,31137,6285,68.965517,50,?
breast-cancer,7,2,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,257,29,16,13,0,55.172414,44.827586,0,-0.152905,0.448276,0.669534,105.947137,144.664435,25.930469,13962,-13936.069531,0.894154,481.448276,-480.554122,-3.436991,-0.118517,-13.254645,0.75,15,0.888889,8,0.111111,1,0.25,5,0.652174,0.75,0.697674,-0.158622,0.430556,0.661544,0.551724,0.690613,0.309387,0.448276,0.501499,0.551724,0.522534,-0.158622,0.430556,0.547597,0.415504,0.551724,0.021,0,0.015625,0,15.625,0,14887,31137,6285,55.172414,50,?
breast-cancer,7,3,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,257,29,18,11,0,62.068966,37.931034,0,-0.045902,0.37931,0.615882,89.647577,133.071925,25.930469,11814,-11788.069531,0.894154,407.37931,-406.485156,1.081079,0.037279,4.169147,0.85,17,0.888889,8,0.111111,1,0.15,3,0.68,0.85,0.755556,-0.052175,0.480556,0.681448,0.62069,0.659579,0.340421,0.37931,0.546552,0.62069,0.568818,-0.052175,0.480556,0.564197,0.454701,0.62069,0.027,0.001,0.03125,0,31.25,0,14839,31137,6285,62.068966,50,?
breast-cancer,7,4,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"',-6585883636378691736,20191104.1033,257,29,19,10,0,65.517241,34.482759,0,0.082278,0.344828,0.58722,81.497797,126.879103,25.930469,10740,-10714.069531,0.894154,370.344828,-369.450673,3.340115,0.115176,12.881043,0.85,17,0.777778,7,0.222222,2,0.15,3,0.708333,0.85,0.772727,0.088454,0.536111,0.705532,0.655172,0.58295,0.41705,0.344828,0.612644,0.655172,0.621585,0.088454,0.536111,0.589071,0.529221,0.655172,0.015,0.001,0.015625,0,15.625,0,14875,31137,6285,65.517241,50,?
