@relation InstanceResultListener

@attribute Key_Dataset {breast-cancer,german_credit,pima_diabetes,ionosphere}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.functions.VotedPerceptron,weka.classifiers.functions.SMO}
@attribute Key_Scheme_options {'-I 1 -E 1.0 -S 1 -M 10000','-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ‚"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007‚" -calibrator ‚"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4‚"'}
@attribute Key_Scheme_version_ID {-1072429260104568698,-6585883636378691736}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data
pima_diabetes,8,9,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,692,76,51,25,0,67.105263,32.894737,0,0.151786,0.329218,0.573543,72.726863,120.87755,70.453875,8358.026583,-8287.572708,0.927025,109.974034,-109.047009,17.029289,0.22407,24.170834,0.9,45,0.769231,20,0.230769,6,0.1,5,0.692308,0.9,0.782609,0.176329,0.55,0.681755,0.671053,0.540283,0.459717,0.328947,0.642068,0.671053,0.625827,0.176329,0.590263,0.610531,0.553467,0.671053,0.003,0,0,0,0,0,165069,71348,9132,67.105263,50,?
pima_diabetes,8,10,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,692,76,50,26,0,65.789474,34.210526,0,0.127208,0.335049,0.575578,74.014938,121.306386,70.453875,7300.057417,-7229.603542,0.927025,96.053387,-95.126362,16.11203,0.212,22.868905,0.88,44,0.769231,20,0.230769,6,0.12,6,0.6875,0.88,0.77193,0.144115,0.608846,0.715428,0.657895,0.547126,0.452874,0.342105,0.623355,0.657895,0.615882,0.144115,0.645951,0.654527,0.54386,0.657895,0.003,0.001,0,0,0,0,165069,71348,9132,67.105263,50.657895,?
pima_diabetes,9,1,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,691,77,48,29,0,62.337662,37.662338,0,0.051805,0.376007,0.612716,82.646677,128.40472,71.9683,12251.646153,-12179.677853,0.934653,159.112288,-158.177634,10.048686,0.130502,13.962656,0.86,43,0.814815,22,0.185185,5,0.14,7,0.661538,0.86,0.747826,0.059445,0.541852,0.66962,0.623377,0.578191,0.421809,0.376623,0.575674,0.623377,0.575511,0.059445,0.541722,0.577838,0.502118,0.623377,0.003,0.001,0,0,0,0,164968,71247,9233,62.337662,50,?
pima_diabetes,9,2,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,691,77,51,26,0,66.233766,33.766234,0,0.087511,0.337674,0.576676,74.220997,120.852031,71.9683,9619.180119,-9547.211819,0.934653,124.924417,-123.989764,16.390003,0.212857,22.77392,0.96,48,0.888889,24,0.111111,3,0.04,2,0.666667,0.96,0.786885,0.137706,0.535185,0.666169,0.662338,0.591227,0.408773,0.337662,0.64329,0.662338,0.576711,0.137706,0.555575,0.586384,0.487193,0.662338,0.003,0,0,0,0,0,164968,71247,9233,67.532468,51.298701,?
pima_diabetes,9,3,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,691,77,50,27,0,64.935065,35.064935,0,0.09961,0.350736,0.592157,77.092102,124.096272,71.9683,11862.137396,-11790.169096,0.934653,154.053732,-153.119079,14.24403,0.184987,19.792089,0.9,45,0.814815,22,0.185185,5,0.1,5,0.671642,0.9,0.769231,0.120919,0.547037,0.67406,0.649351,0.564165,0.435835,0.350649,0.611456,0.649351,0.594271,0.120919,0.562492,0.586761,0.519751,0.649351,0.003,0.001,0.015625,0,15.625,0,164968,71247,9233,64.935065,50,?
pima_diabetes,9,4,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,691,77,51,26,0,66.233766,33.766234,0,0.174092,0.337036,0.580031,74.080769,121.555082,71.9683,10679.824224,-10607.855924,0.934653,138.699016,-137.764363,16.462552,0.213799,22.874726,0.86,43,0.703704,19,0.296296,8,0.14,7,0.693548,0.86,0.767857,0.18831,0.613333,0.710286,0.662338,0.506041,0.493959,0.337662,0.637369,0.662338,0.632189,0.18831,0.63658,0.638822,0.574405,0.662338,0.003,0.001,0,0,0,0,164968,71247,9233,66.233766,50,?
pima_diabetes,9,5,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,691,77,50,27,0,64.935065,35.064935,0,0.150388,0.351265,0.587833,77.2083,123.190099,71.9683,8516.051291,-8444.082991,0.934653,110.598069,-109.663415,14.18366,0.184203,19.708205,0.84,42,0.703704,19,0.296296,8,0.16,8,0.688525,0.84,0.756757,0.160297,0.627037,0.727287,0.649351,0.513054,0.486946,0.350649,0.622419,0.649351,0.621875,0.160297,0.647037,0.644091,0.564425,0.649351,0.003,0.001,0,0,0,0,164968,71247,9233,66.233766,51.298701,?
pima_diabetes,9,6,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,691,77,50,27,0,64.935065,35.064935,0,0.081308,0.350023,0.59112,76.935329,123.878986,71.9683,7167.207641,-7095.239341,0.934653,93.080619,-92.145965,14.324972,0.186039,19.904558,0.92,46,0.851852,23,0.148148,4,0.08,4,0.666667,0.92,0.773109,0.106574,0.542593,0.670439,0.649351,0.581203,0.418797,0.350649,0.608225,0.649351,0.582167,0.106574,0.599865,0.617168,0.50084,0.649351,0.002,0.001,0,0,0,0,164968,71247,9233,64.935065,50,?
pima_diabetes,9,7,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,691,77,45,32,0,58.441558,41.558442,0,0.055215,0.418547,0.644452,91.99684,135.055558,71.9683,10393.664894,-10321.696594,0.934653,134.982661,-134.048008,3.174486,0.041227,4.41095,0.72,36,0.666667,18,0.333333,9,0.28,14,0.666667,0.72,0.692308,0.055604,0.544815,0.680908,0.584416,0.531082,0.468918,0.415584,0.570111,0.584416,0.575784,0.055604,0.575854,0.587268,0.526154,0.584416,0.004,0.001,0,0,0,0,164968,71247,9233,58.441558,50.649351,?
pima_diabetes,9,8,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,691,77,52,25,0,67.532468,32.467532,0,0.13171,0.324662,0.569779,71.360889,119.406655,71.9683,6921.879383,-6849.911083,0.934653,89.894537,-88.959884,18.530388,0.240654,25.747986,0.96,48,0.851852,23,0.148148,4,0.04,2,0.676056,0.96,0.793388,0.192522,0.642222,0.724156,0.675325,0.567177,0.432823,0.324675,0.672764,0.675325,0.600193,0.192522,0.683261,0.681907,0.517906,0.675325,0.003,0.001,0.015625,0,15.625,0,164968,71247,9233,67.532468,50,?
pima_diabetes,9,9,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,692,76,52,24,0,68.421053,31.578947,0,0.176895,0.302868,0.544111,66.906042,114.674581,70.453875,8478.956422,-8408.502548,0.927025,111.565216,-110.638191,21.440354,0.28211,30.43176,0.92,46,0.769231,20,0.230769,6,0.08,4,0.69697,0.92,0.793103,0.211598,0.600769,0.709864,0.684211,0.533441,0.466559,0.315789,0.663796,0.684211,0.635814,0.211598,0.642874,0.65711,0.563218,0.684211,0.003,0.001,0,0,0,0,165069,71348,9132,71.052632,51.315789,?
pima_diabetes,9,10,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,692,76,53,23,0,69.736842,30.263158,0,0.184701,0.296085,0.541076,65.407607,114.034916,70.453875,6125.071113,-6054.617239,0.927025,80.593041,-79.666016,22.462967,0.295565,31.883225,0.96,48,0.807692,21,0.192308,5,0.04,2,0.695652,0.96,0.806723,0.249873,0.645385,0.734127,0.697368,0.545061,0.454939,0.302632,0.702027,0.697368,0.634407,0.249873,0.6792,0.683127,0.554876,0.697368,0.003,0.001,0,0.015625,0,15.625,165069,71348,9132,71.052632,50.657895,?
pima_diabetes,10,1,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,691,77,59,18,0,76.623377,23.376623,0,0.468558,0.237264,0.484464,52.150739,101.527469,71.9683,9289.44704,-9217.478739,0.934653,120.642169,-119.707516,33.039449,0.429084,45.908336,0.86,43,0.407407,11,0.592593,16,0.14,7,0.796296,0.86,0.826923,0.47186,0.733333,0.793503,0.766234,0.313641,0.686359,0.233766,0.761006,0.766234,0.761379,0.47186,0.731645,0.717409,0.733462,0.766234,0.004,0.001,0,0,0,0,164968,71247,9233,76.623377,50.649351,?
pima_diabetes,10,2,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,691,77,51,26,0,66.233766,33.766234,0,0.10625,0.337835,0.581085,74.256246,121.776028,71.9683,7481.028235,-7409.059935,0.934653,97.156211,-96.221558,16.372124,0.212625,22.749077,0.94,47,0.851852,23,0.148148,4,0.06,3,0.671429,0.94,0.783333,0.146313,0.562963,0.680633,0.662338,0.57419,0.42581,0.337662,0.636364,0.662338,0.591164,0.146313,0.576729,0.612689,0.509314,0.662338,0.003,0.001,0,0.015625,0,15.625,164968,71247,9233,66.233766,50,?
pima_diabetes,10,3,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,691,77,49,28,0,63.636364,36.363636,0,-0.003724,0.36302,0.602025,79.792124,126.164207,71.9683,7809.205437,-7737.237137,0.934653,101.418252,-100.483599,12.186263,0.158263,16.93282,0.96,48,0.962963,26,0.037037,1,0.04,2,0.648649,0.96,0.774194,-0.007307,0.515556,0.656936,0.636364,0.639327,0.360673,0.363636,0.538084,0.636364,0.5261,-0.007307,0.565945,0.591168,0.42043,0.636364,0.004,0,0,0,0,0,164968,71247,9233,63.636364,50,?
pima_diabetes,10,4,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,691,77,51,26,0,66.233766,33.766234,0,0.158116,0.337673,0.580916,74.220651,121.740428,71.9683,7802.580251,-7730.611951,0.934653,101.332211,-100.397558,16.390178,0.212859,22.774163,0.88,44,0.740741,20,0.259259,7,0.12,6,0.6875,0.88,0.77193,0.17739,0.601481,0.705027,0.662338,0.523078,0.476922,0.337662,0.63524,0.662338,0.62398,0.17739,0.638105,0.633396,0.560965,0.662338,0.003,0.001,0,0,0,0,164968,71247,9233,66.233766,50,?
pima_diabetes,10,5,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,691,77,55,22,0,71.428571,28.571429,0,0.273585,0.288676,0.534273,63.451167,111.965696,71.9683,4943.205102,-4871.236802,0.934653,64.197469,-63.262816,24.550317,0.318835,34.112681,0.94,47,0.703704,19,0.296296,8,0.06,3,0.712121,0.94,0.810345,0.322222,0.656296,0.731574,0.714286,0.477989,0.522011,0.285714,0.717434,0.714286,0.67384,0.322222,0.67253,0.700574,0.615699,0.714286,0.004,0.001,0,0,0,0,164968,71247,9233,71.428571,50.649351,?
pima_diabetes,10,6,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,691,77,52,25,0,67.532468,32.467532,0,0.149359,0.324675,0.569803,71.363795,119.411515,71.9683,7661.345033,-7589.376733,0.934653,99.497987,-98.563334,18.528919,0.240635,25.745945,0.94,47,0.814815,22,0.185185,5,0.06,3,0.681159,0.94,0.789916,0.195772,0.59963,0.699715,0.675325,0.550139,0.449861,0.324675,0.661467,0.675325,0.613118,0.195772,0.621318,0.643277,0.537815,0.675325,0.003,0.001,0,0,0,0,164968,71247,9233,67.532468,50,?
pima_diabetes,10,7,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,691,77,48,29,0,62.337662,37.662338,0,0.013257,0.3795,0.613482,83.414384,128.56526,71.9683,7348.629795,-7276.661495,0.934653,95.436751,-94.502097,9.596746,0.124633,13.334685,0.9,45,0.888889,24,0.111111,3,0.1,5,0.652174,0.9,0.756303,0.017376,0.515185,0.656303,0.623377,0.612266,0.387734,0.376623,0.554983,0.623377,0.551217,0.017376,0.591938,0.606026,0.463866,0.623377,0.004,0,0.015625,0,15.625,0,164968,71247,9233,62.337662,50.649351,?
pima_diabetes,10,8,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,691,77,48,29,0,62.337662,37.662338,0,-0.028558,0.376007,0.608534,82.646677,127.528393,71.9683,7566.293857,-7494.325557,0.934653,98.263557,-97.328903,10.048686,0.130502,13.962656,0.94,47,0.962963,26,0.037037,1,0.06,3,0.643836,0.94,0.764228,-0.049375,0.52963,0.665163,0.623377,0.64634,0.35366,0.376623,0.505737,0.623377,0.518874,-0.049375,0.585993,0.602677,0.414372,0.623377,0.003,0,0,0,0,0,164968,71247,9233,63.636364,51.298701,?
pima_diabetes,10,9,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,692,76,47,29,0,61.842105,38.157895,0,-0.051527,0.381579,0.617721,84.293852,130.188247,70.453875,9602.23236,-9531.778486,0.927025,126.345163,-125.418138,8.516035,0.112053,12.08739,0.92,46,0.961538,25,0.038462,1,0.08,4,0.647887,0.92,0.760331,-0.079489,0.487692,0.652731,0.618421,0.65996,0.34004,0.381579,0.494663,0.618421,0.522289,-0.079489,0.561113,0.594699,0.412423,0.618421,0.003,0.001,0,0,0,0,165069,71348,9132,61.842105,50,?
pima_diabetes,10,10,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,692,76,48,28,0,63.157895,36.842105,0,0.098305,0.368389,0.604643,81.379982,127.432017,70.453875,11528.490112,-11458.036238,0.927025,151.690659,-150.763635,10.655393,0.140203,15.123927,0.82,41,0.730769,19,0.269231,7,0.18,9,0.683333,0.82,0.745455,0.103837,0.539231,0.676516,0.631579,0.542348,0.457652,0.368421,0.599232,0.631579,0.604466,0.103837,0.550283,0.586235,0.539394,0.631579,0.003,0.001,0,0,0,0,165069,71348,9132,64.473684,51.315789,?
ionosphere,1,1,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,315,36,32,4,0,88.888889,11.111111,0,0.741935,0.111111,0.333333,24.101882,69.397458,33.969909,4296,-4262.030091,0.943609,119.333333,-118.389725,25.4961,0.708225,75.054957,0.692308,9,0,0,1,23,0.307692,4,1,0.692308,0.818182,0.767948,0.846154,0.803419,0.888889,0.196581,0.803419,0.111111,0.90535,0.888889,0.883232,0.767948,0.846154,0.834362,0.869091,0.888889,0.001,0,0,0,0,0,194912,99923,13712,88.888889,50,?
ionosphere,1,2,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,316,35,31,4,0,88.571429,11.428571,0,0.738806,0.114295,0.338062,24.653235,69.939959,33.329976,4296.000485,-4262.670509,0.952285,122.742871,-121.790586,24.847688,0.709934,74.550575,0.692308,9,0,0,1,22,0.307692,4,1,0.692308,0.818182,0.765375,0.839161,0.806593,0.885714,0.193407,0.806593,0.114286,0.903297,0.885714,0.880087,0.765375,0.839161,0.827768,0.867424,0.885714,0.002,0,0,0,0,0,195221,100232,13403,88.571429,50,?
ionosphere,1,3,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,316,35,27,8,0,77.142857,22.857143,0,0.477612,0.228501,0.477944,49.287087,98.879499,33.329976,6562.304565,-6528.974589,0.952285,187.494416,-186.542131,16.369943,0.467713,49.114776,0.538462,7,0.090909,2,0.909091,20,0.461538,6,0.777778,0.538462,0.636364,0.494788,0.734266,0.634341,0.771429,0.323876,0.676124,0.228571,0.772405,0.771429,0.760173,0.494788,0.738661,0.718347,0.734848,0.771429,0.001,0.001,0,0,0,0,195221,100232,13403,77.142857,50,?
ionosphere,1,4,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,316,35,31,4,0,88.571429,11.428571,0,0.738806,0.11088,0.328451,23.91654,67.951659,33.329976,3225.068508,-3191.738533,0.952285,92.144815,-91.19253,25.031292,0.71518,75.101441,0.692308,9,0,0,1,22,0.307692,4,1,0.692308,0.818182,0.765375,0.879371,0.854945,0.885714,0.193407,0.806593,0.114286,0.903297,0.885714,0.880087,0.765375,0.879371,0.867694,0.867424,0.885714,0.001,0.001,0,0,0,0,195221,100232,13403,91.428571,51.428571,?
ionosphere,1,5,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,316,35,29,6,0,82.857143,17.142857,0,0.594595,0.171438,0.414039,36.978811,85.658606,33.329976,6444.000484,-6410.670508,0.952285,184.1143,-183.162015,20.606789,0.588765,61.826593,0.538462,7,0,0,1,22,0.461538,6,1,0.538462,0.7,0.650444,0.758741,0.70989,0.828571,0.29011,0.70989,0.171429,0.865306,0.828571,0.813143,0.650444,0.758741,0.752789,0.79,0.828571,0.002,0,0,0,0,0,195221,100232,13403,82.857143,50,?
ionosphere,1,6,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,316,35,29,6,0,82.857143,17.142857,0,0.620939,0.171419,0.414016,36.974677,85.653818,33.329976,4613.393393,-4580.063417,0.952285,131.81124,-130.858955,20.607756,0.588793,61.829497,0.692308,9,0.090909,2,0.909091,20,0.307692,4,0.818182,0.692308,0.75,0.625956,0.816434,0.737363,0.828571,0.227173,0.772827,0.171429,0.827706,0.828571,0.825155,0.625956,0.817532,0.79502,0.809783,0.828571,0.001,0,0.015625,0,15.625,0,195221,100232,13403,82.857143,50,?
ionosphere,1,7,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,316,35,30,5,0,85.714286,14.285714,0,0.647887,0.146263,0.378501,32.039097,79.678496,32.502297,4336.578565,-4304.076268,0.928637,123.902245,-122.973608,21.744479,0.621271,66.90136,0.583333,7,0,0,1,23,0.416667,5,1,0.583333,0.736842,0.692219,0.822464,0.771693,0.857143,0.27381,0.72619,0.142857,0.882653,0.857143,0.845349,0.692219,0.822464,0.819918,0.819401,0.857143,0.002,0,0,0,0,0,195221,100232,13403,85.714286,51.428571,?
ionosphere,1,8,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,316,35,30,5,0,85.714286,14.285714,0,0.676525,0.142857,0.377964,31.293053,79.565519,32.502297,2471.163689,-2438.661392,0.928637,70.604677,-69.67604,21.927597,0.626503,67.464762,0.75,9,0.086957,2,0.913043,21,0.25,3,0.818182,0.75,0.782609,0.677945,0.88587,0.801587,0.857143,0.194099,0.805901,0.142857,0.855519,0.857143,0.855557,0.677945,0.88706,0.869704,0.838113,0.857143,0.001,0,0,0,0,0,195221,100232,13403,85.714286,50,?
ionosphere,1,9,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,316,35,32,3,0,91.428571,8.571429,0,0.805915,0.085724,0.29277,18.777931,61.631187,32.502297,1226.926144,-1194.423847,0.928637,35.055033,-34.126396,26.156993,0.747343,80.477368,0.833333,10,0.043478,1,0.956522,22,0.166667,2,0.909091,0.833333,0.869565,0.807607,0.927536,0.849842,0.914286,0.124431,0.875569,0.085714,0.914069,0.914286,0.913334,0.807607,0.938251,0.915567,0.902868,0.914286,0.002,0,0,0,0,0,195221,100232,13403,91.428571,50,?
ionosphere,1,10,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,316,35,31,4,0,88.571429,11.428571,0,0.724409,0.114284,0.338058,25.034158,71.164756,32.502297,3236.427016,-3203.924719,0.928637,92.469343,-91.540706,24.042602,0.686931,73.972011,0.666667,8,0,0,1,23,0.333333,4,1,0.666667,0.8,0.753592,0.875,0.835714,0.885714,0.219048,0.780952,0.114286,0.902646,0.885714,0.878857,0.753592,0.875,0.867849,0.86,0.885714,0.001,0,0,0,0,0,195221,100232,13403,88.571429,50,?
ionosphere,2,1,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,315,36,30,6,0,83.333333,16.666667,0,0.598513,0.166667,0.408248,36.152825,84.994181,33.969909,5408.952706,-5374.982797,0.943609,150.248686,-149.305078,21.259196,0.590533,62.582434,0.538462,7,0,0,1,23,0.461538,6,1,0.538462,0.7,0.653495,0.795987,0.745726,0.833333,0.294872,0.705128,0.166667,0.867816,0.833333,0.817949,0.653495,0.795987,0.789263,0.792308,0.833333,0.002,0.001,0,0,0,0,194912,99923,13712,83.333333,50,?
ionosphere,2,2,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,316,35,29,6,0,82.857143,17.142857,0,0.594595,0.171429,0.414039,36.976744,85.658605,33.329976,6444,-6410.670024,0.952285,184.114286,-183.162001,20.607272,0.588779,61.828045,0.538462,7,0,0,1,22,0.461538,6,1,0.538462,0.7,0.650444,0.769231,0.70989,0.828571,0.29011,0.70989,0.171429,0.865306,0.828571,0.813143,0.650444,0.769231,0.757551,0.79,0.828571,0.001,0,0,0,0,0,195221,100232,13403,82.857143,50,?
ionosphere,2,3,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,316,35,31,4,0,88.571429,11.428571,0,0.738806,0.114286,0.338062,24.651163,69.939958,33.329976,4296,-4262.670024,0.952285,122.742857,-121.790572,24.848173,0.709948,74.55203,0.692308,9,0,0,1,22,0.307692,4,1,0.692308,0.818182,0.765375,0.839161,0.806593,0.885714,0.193407,0.806593,0.114286,0.903297,0.885714,0.880087,0.765375,0.839161,0.827768,0.867424,0.885714,0.001,0.001,0,0,0,0,195221,100232,13403,88.571429,50,?
ionosphere,2,4,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,316,35,31,4,0,88.571429,11.428571,0,0.738806,0.114286,0.338062,24.651163,69.939956,33.329976,3245.083121,-3211.753145,0.952285,92.716661,-91.764376,24.848174,0.709948,74.55203,0.692308,9,0,0,1,22,0.307692,4,1,0.692308,0.818182,0.765375,0.867133,0.847952,0.885714,0.193407,0.806593,0.114286,0.903297,0.885714,0.880087,0.765375,0.867133,0.857805,0.867424,0.885714,0.001,0,0,0,0,0,195221,100232,13403,88.571429,50,?
ionosphere,2,5,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,316,35,32,3,0,91.428571,8.571429,0,0.807339,0.085714,0.29277,18.488372,60.56978,33.329976,3222,-3188.670024,0.952285,92.057143,-91.104858,26.968624,0.770532,80.914023,0.769231,10,0,0,1,22,0.230769,3,1,0.769231,0.869565,0.822753,0.884615,0.854945,0.914286,0.145055,0.854945,0.085714,0.924571,0.914286,0.911431,0.822753,0.884615,0.870694,0.902868,0.914286,0.001,0,0,0,0,0,195221,100232,13403,91.428571,50,?
ionosphere,2,6,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,316,35,29,6,0,82.857143,17.142857,0,0.608209,0.171429,0.414039,36.976744,85.658605,33.329976,5569.091916,-5535.76194,0.952285,159.116912,-158.164627,20.607272,0.588779,61.828045,0.615385,8,0.045455,1,0.954545,21,0.384615,5,0.888889,0.615385,0.727273,0.630081,0.776224,0.689866,0.828571,0.258641,0.741359,0.171429,0.837851,0.828571,0.82013,0.630081,0.782817,0.758905,0.801136,0.828571,0.001,0.001,0,0,0,0,195221,100232,13403,82.857143,50,?
ionosphere,2,7,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,20191104.1033,316,35,32,3,0,91.428571,8.571429,0,0.797688,0.085714,0.29277,18.775832,61.631186,32.502297,2176.853901,-2144.351604,0.928637,62.195826,-61.267189,26.157477,0.747356,80.478857,0.75,9,0,0,1,23,0.25,3,1,0.75,0.857143,0.814531,0.916667,0.890476,0.914286,0.164286,0.835714,0.085714,0.924176,0.914286,0.910787,0.814531,0.916667,0.909878,0.897959,0.914286,0.002,0.001,0,0,0,0,195221,100232,13403,91.428571,50,?
