Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules
breast-cancer,1,1,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,2.0191117100500003E7,257.0,29.0,19.0,10.0,0.0,65.51724137931035,34.48275862068966,0.0,-0.0661764705882355,0.3355537440906886,0.5733881950779718,79.30598401086107,123.89045407698946,25.93046867268204,1572.9895356520535,-1547.0590669793714,0.8941540921614496,54.241018470760466,-53.346864378599015,3.7920558109700164,0.13076054520586264,14.623938575259839,0.95,19.0,1.0,9.0,0.0,0.0,0.05,1.0,0.6785714285714286,0.95,0.7916666666666667,-0.1267731382092775,0.5055555555555555,0.6927448668827979,0.6551724137931034,0.7051724137931035,0.29482758620689653,0.3448275862068966,0.4679802955665025,0.6551724137931034,0.5459770114942529,-0.1267731382092775,0.5193486590038314,0.5947227872317051,0.39583333333333337,0.6551724137931034,0.002,0.001,0.0,0.015625,0.0,15.625,208196.0,31137.0,6285.0,68.96551724137932,51.724137931034484,?,?,?,?
breast-cancer,1,2,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,2.0191117100500003E7,257.0,29.0,21.0,8.0,0.0,72.41379310344827,27.586206896551722,0.0,0.21088435374149653,0.2758620687466495,0.5252257310212667,65.19823783373462,113.48411925413794,25.93046867268204,1220.5200044445974,-1194.5895357719153,0.8941540921614496,42.08689670498612,-41.19274261282467,7.858185526002962,0.2709719146897573,30.304834151654283,0.95,19.0,0.7777777777777778,7.0,0.2222222222222222,2.0,0.05,1.0,0.7307692307692307,0.95,0.8260869565217392,0.2616243364966139,0.6444444444444445,0.7590370370370371,0.7241379310344828,0.5519157088122606,0.44808429118773946,0.27586206896551724,0.7108753315649866,0.7241379310344828,0.6731634182908547,0.2616243364966139,0.6694444444444444,0.727689870793319,0.5797101449275363,0.7241379310344828,0.002,0.0,0.0,0.0,0.0,0.0,208196.0,31137.0,6285.0,72.41379310344827,50.0,?,?,?,?
breast-cancer,1,3,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,2.0191117100500003E7,257.0,29.0,21.0,8.0,0.0,72.41379310344827,27.586206896551722,0.0,0.26582278481012656,0.2666196318593855,0.5097141478690554,63.01384691302222,110.13257296023646,25.93046867268204,2013.6477281109344,-1987.7172594382523,0.8941540921614496,69.43612855554946,-68.54197446338802,8.308812073119887,0.2865107611420651,32.042660616748854,0.9,18.0,0.6666666666666666,6.0,0.3333333333333333,3.0,0.1,2.0,0.75,0.9,0.8181818181818182,0.2857738033247041,0.6611111111111111,0.7684313752214801,0.7241379310344828,0.49080459770114937,0.5091954022988505,0.27586206896551724,0.7034482758620689,0.7241379310344828,0.6972682489923869,0.2857738033247041,0.6999042145593869,0.7274171680393569,0.6233766233766234,0.7241379310344828,0.002,0.0,0.0,0.0,0.0,0.0,208196.0,31137.0,6285.0,75.86206896551724,51.724137931034484,?,?,?,?
breast-cancer,1,4,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,2.0191117100500003E7,257.0,29.0,19.0,10.0,0.0,65.51724137931035,34.48275862068966,0.0,0.0822784810126581,0.3448275876349401,0.5872202195147036,81.49779769433725,126.87910261035817,25.93046867268204,5133.570929237623,-5107.640460564941,0.8941540921614496,177.01968721509044,-176.125533122929,3.3401146681402087,0.11517636786690374,12.881042415014454,0.85,17.0,0.7777777777777778,7.0,0.2222222222222222,2.0,0.15,3.0,0.7083333333333334,0.85,0.7727272727272727,0.08845379626717031,0.49722222222222223,0.6850111875880242,0.6551724137931034,0.5829501915708812,0.4170498084291188,0.3448275862068966,0.6126436781609196,0.6551724137931034,0.6215853112404836,0.08845379626717031,0.46360153256704983,0.5674039610642271,0.5292207792207793,0.6551724137931034,0.002,0.0,0.015625,0.0,15.625,0.0,208196.0,31137.0,6285.0,65.51724137931035,50.0,?,?,?,?
breast-cancer,1,5,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,2.0191117100500003E7,257.0,29.0,20.0,9.0,0.0,68.96551724137932,31.03448275862069,0.0,0.14426229508196725,0.3103448275871559,0.5570860145311398,73.34801762136975,120.36808551808073,25.93046867268204,2352.2272587131247,-2326.296790040443,0.8941540921614496,81.11128478321119,-80.21713069104975,5.599150122326724,0.19307414214919738,21.592938380729983,0.9,18.0,0.7777777777777778,7.0,0.2222222222222222,2.0,0.1,2.0,0.72,0.9,0.7999999999999999,0.16397831834998458,0.5388888888888889,0.7077512771392082,0.6896551724137931,0.5674329501915709,0.43256704980842914,0.3103448275862069,0.6517241379310345,0.6896551724137931,0.6472148541114058,0.16397831834998458,0.5957854406130269,0.6412618994604726,0.5538461538461538,0.6896551724137931,0.002,0.0,0.0,0.0,0.0,0.0,208196.0,31137.0,6285.0,68.96551724137932,50.0,?,?,?,?
breast-cancer,1,6,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,2.0191117100500003E7,257.0,29.0,22.0,7.0,0.0,75.86206896551724,24.137931034482758,0.0,0.2509225092250922,0.2415786827493062,0.4912413383242344,58.79771503985869,109.73465071520839,24.707458963264745,1824.2124244303568,-1799.504965467092,0.8519813435608533,62.90387670449506,-62.05189536093421,8.96050644544089,0.30898298087727205,36.26640221790288,0.9523809523809523,20.0,0.75,6.0,0.25,2.0,0.047619047619047616,1.0,0.7692307692307693,0.9523809523809523,0.8510638297872339,0.29701403707121016,0.7172619047619048,0.8281335522714833,0.7586206896551724,0.5562397372742199,0.44376026272577995,0.2413793103448276,0.7409372236958444,0.7586206896551724,0.7166010805042353,0.29701403707121016,0.7320402298850575,0.763945915533053,0.6073500967117988,0.7586206896551724,0.001,0.0,0.0,0.0,0.0,0.0,208196.0,31137.0,6285.0,75.86206896551724,50.0,?,?,?,?
breast-cancer,1,7,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,2.0191117100500003E7,258.0,28.0,23.0,5.0,0.0,82.14285714285714,17.857142857142858,0.0,0.5070422535211266,0.17857142858004602,0.422368617837115,43.103448277942114,93.44856650995428,24.187188209924837,1541.4403365658234,-1517.2531483558985,0.8638281503544585,55.05144059163655,-54.18761244128209,12.929494374596883,0.46176765623560295,53.455962976678144,0.95,19.0,0.5,4.0,0.5,4.0,0.05,1.0,0.8260869565217391,0.95,0.8837209302325583,0.5307910421576296,0.8125,0.8804020921869893,0.8214285714285714,0.37142857142857144,0.6285714285714287,0.17857142857142858,0.8186335403726707,0.8214285714285714,0.8070534117045746,0.5307910421576296,0.8303571428571429,0.825385324874537,0.7495527728085869,0.8214285714285714,0.002,0.0,0.0,0.0,0.0,0.0,208617.0,31246.0,6176.0,82.14285714285714,50.0,?,?,?,?
breast-cancer,1,8,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,2.0191117100500003E7,258.0,28.0,21.0,7.0,0.0,75.0,25.0,0.0,0.3636363636363637,0.24935766559985414,0.49870119197212803,60.18978135168889,110.33705994836278,24.187188209924837,1671.3029007388668,-1647.115712528942,0.8638281503544585,59.689389312102385,-58.82556116174793,8.452600430338501,0.3018785867978036,34.946602130751636,0.85,17.0,0.5,4.0,0.5,4.0,0.15,3.0,0.8095238095238095,0.85,0.8292682926829269,0.36514837167011077,0.6625,0.7823220435806248,0.75,0.39999999999999997,0.6,0.25,0.7414965986394557,0.75,0.7447154471544716,0.36514837167011077,0.6687500000000001,0.7229144382251896,0.6813008130081302,0.75,0.001,0.0,0.0,0.0,0.0,0.0,208617.0,31246.0,6176.0,75.0,50.0,?,?,?,?
breast-cancer,1,9,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,2.0191117100500003E7,258.0,28.0,17.0,11.0,0.0,60.714285714285715,39.285714285714285,0.0,0.0,0.3927688348859181,0.6266424381312025,94.8062704897043,138.64391217684312,24.187188209924837,3593.532370774762,-3569.345182564837,0.8638281503544585,128.34044181338436,-127.4766136630299,-0.5761665683054551,-0.02057737743948054,-2.3821147100886826,0.75,15.0,0.75,6.0,0.25,2.0,0.25,5.0,0.7142857142857143,0.75,0.7317073170731706,0.0,0.50625,0.7164630152456238,0.6071428571428571,0.6071428571428571,0.39285714285714285,0.39285714285714285,0.5918367346938777,0.6071428571428571,0.5988385598141696,0.0,0.5303571428571429,0.6125661889869963,0.49918699186991866,0.6071428571428571,0.002,0.001,0.0,0.0,0.0,0.0,208617.0,31246.0,6176.0,60.714285714285715,50.0,?,?,?,?
breast-cancer,1,10,weka.classifiers.functions.VotedPerceptron,'-I 1 -E 1.0 -S 1 -M 10000',-1072429260104568698,2.0191117100500003E7,258.0,28.0,21.0,7.0,0.0,75.0,25.0,0.0,0.3636363636363637,0.25000000401911626,0.5000000000000004,60.34482855633838,110.62441971717757,24.187188209924837,4162.637166821958,-4138.449978612033,0.8638281503544585,148.6656131007842,-147.80178495042975,8.426416678598999,0.3009434528071071,34.83834749812444,0.85,17.0,0.5,4.0,0.5,4.0,0.15,3.0,0.8095238095238095,0.85,0.8292682926829269,0.36514837167011077,0.653125,0.7876190476190478,0.75,0.39999999999999997,0.6,0.25,0.7414965986394557,0.75,0.7447154471544716,0.36514837167011077,0.6584821428571429,0.6941374877710282,0.6813008130081302,0.75,0.001,0.0,0.0,0.0,0.0,0.0,208617.0,31246.0,6176.0,75.0,50.0,?,?,?,?
